Change,Description,Date
Limit increases,You can specify up to 60 parameters and 60 outputs in your AWS CloudFormation templates.,"January 2, 2014"
New console,The new AWS CloudFormation console adds features like auto-refreshing stack events and alphabetical ordering of stack parameters.,"December 19, 2013"
Cross-zone load balancing,"With cross-zone load balancing, you can route traffic to back-end instances across all Availability Zones (AZs). For more information, see AWS::ElasticLoadBalancing::LoadBalancer.","December 19, 2013"
AWS Elastic Beanstalk environment tiers,"You can specify whether AWS Elastic Beanstalk provisions resources to support a web server or to handle background processing tasks. For more information, see AWS::ElasticBeanstalk::Environment.","December 19, 2013"
Resource names,"You can assign names (physical IDs) to the following resources: ElastiCache clusters  Elastic Load Balancing load balancers  RDS DB instances   For more information, see Name Type.","December 19, 2013"
VPN support,"You can enable a virtual private gateway (VGW) to propagate routes to the routing tables of a VPC. For more information, see AWS::EC2::VPNGatewayRoutePropagation.","November 22, 2013"
Conditionally create resources and assign properties,"Using input parameters, you can control the creation and settings of designated stack resources by defining conditions in your AWS CloudFormation templates. For example, you can use conditions to create stack resources for a production environment. Using the same template, you can create similar stack resources with lower capacity for a test environment. For more information, see Condition Functions.","November 8, 2013"
Prevent accidental updates to stack resources,"You can prevent stack updates that might result in unintentional changes to stack resources. For example, if you have a stack with a database layer that should rarely be updated, you can set a stack policy that prevents most users from updating that database layer. For more information, see Prevent Updates to Stack Resources.","November 8, 2013"
Name resources,"Instead of using AWS CloudFormation-generated physical IDs, you can assign names to certain resources. The following AWS CloudFormation resources support naming CloudWatch alarms  DynamoDB tables  Elastic Beanstalk applications and environments  S3 buckets  SNS topics  Amazon SQS queues   For more information, see Name Type.","November 8, 2013"
Assign custom resource types," In your templates, you can specify your own resource type for AWS CloudFormation custom resources (AWS::CloudFormation::CustomResource). By using your own custom resource type name, you can quickly identify the type of custom resources that you have in your stack. For example, you can specify ""Type"": ""Custom::MyCustomResource"". For more information, see AWS::CloudFormation::CustomResource.","November 8, 2013"
Add pseudo parameter,"You can now refer to the AWS AccountID inside AWS CloudFormation templates by referring to the AWS::AccountID pseudo parameter. For more information, see Pseudo Parameters Reference.","November 8, 2013"
Specify stacks in IAM policies,"You can allow or deny IAM users, groups, or roles to operate on specific AWS CloudFormation stacks. For example, you can deny the delete stack action on a specific stack ID. For more information, see Controlling Access with AWS Identity and Access Management.","November 8, 2013"
Federation support,"AWS CloudFormation supports temporary security credentials from IAM roles, which enable scenarios such as federation and single sign-on to the AWS Management Console. You can also make calls to AWS CloudFormation from EC2 instances without embedding long-term security credentials by using IAM roles. For more information about AWS CloudFormation and IAM, see Controlling Access with AWS Identity and Access Management.","October 14, 2013"
Amazon RDS read replica support,"You can now create Amazon RDS read replicas from a source DB instance. For more information, see the SourceDBInstanceIdentifier property in the AWS::RDS::DBInstance resource.","September 24, 2013"
Associate public IP address with instances in an Auto Scaling group,"You can now associate public IP addresses with instances in an Auto Scaling group. For more information, see AWS::AutoScaling::LaunchConfiguration.","September 19, 2013"
Additional VPC support,"AWS CloudFormation adds several enhancements to support VPC and VPN functionality You can associate a public IP address and multiple private IP addresses to Amazon EC2 network interfaces. For more information, see AWS::EC2::NetworkInterface. You can also associate a primary private IP address to an elastic IP address (EIP).  You can enable DNS support and specify DNS host names. For more information, see AWS::EC2::VPC.  You can specify a static route between a virtual private gateway to your VPN gateway. For more information, see AWS::EC2::VPNConnectionRoute.","September 17, 2013"
Redis and VPC security groups support for Amazon ElastiCache,"You can now specify Redis as the cache engine for an Amazon ElastiCache (ElastiCache) cluster. You can also now assign VPC security groups to ElastiCache clusters. For more information, see AWS::ElastiCache::CacheCluster.","September 3, 2013"
"Parallel stack creation, update and deletion, and nested stack updates","AWS CloudFormation now creates, updates, and deletes resources in parallel, improving the operations' performance. If you update a top-level template, AWS CloudFormation automatically updates nested stacks that have changed. For more information, see AWS CloudFormation Stacks Updates.","August 12, 2013"
VPC security groups can now be set in RDS DB instances,"You can now assign VPC security groups to an RDS DB instance with AWS CloudFormation. For more information, see the VPCSecurityGroups property in AWS::RDS::DBInstance.","February 28, 2013"
Rolling deployments for Amazon EC2 Auto Scaling groups,"AWS CloudFormation now supports update policies on Amazon EC2 Auto Scaling groups, which describe how instances in the Amazon EC2 Auto Scaling group are replaced or modified when the Amazon EC2 Auto Scaling group adds or removes instances. You can modify these settings at stack creation or during a stack update. For more information and an example, see UpdatePolicy Attribute.","February 20, 2013"
Cancel and rollback action for stack updates,AWS CloudFormation supports the ability to cancel a stack update. The stack must be in the UPDATE_IN_PROGRESS state when the update request is made. More information is available in the following topics: Canceling a Stack Update  aws cloudformation cancel-update-stack  CancelUpdateStack in the AWS CloudFormation API Reference,"February 20, 2013"
EBS-optimized instances for Amazon EC2 Auto Scaling groups,"You can now provision EBS-optimized instances in Amazon EC2 Auto Scaling groups for dedicated throughput to Amazon Elastic Block Store (Amazon EBS) in autoscaled instances. The implementation is similar to that of the previously released support for optimized Amazon EBS EC2 instances. For more information, see the new EbsOptimized property in AWS::AutoScaling::LaunchConfiguration.","February 20, 2013"
New documentation,"AWS::EC2::Instance now provides a BlockDeviceMappings property to allow you to set block device mappings for your EC2 instance. With this change, two new types have been added: BlockDeviceMapping  Block Device","December 21, 2012"
New documentation,New sections have been added to describe the procedures for creating and viewing stacks using the recently redesigned AWS Management Console. You can find them here: Creating a Stack on the AWS CloudFormation Console  Viewing AWS CloudFormation Stack Data and Resources on the AWS Management Console,"December 21, 2012"
New documentation,Information about custom resources is provided in the following topics: Custom Resources  AWS::CloudFormation::CustomResource  Custom Resource Reference,"November 15, 2012"
Updated documentation,"AWS CloudFormation now supports specifying provisioned I/O operations per second (IOPS) for RDS DB instances. You can set this value from 1000–10,000 in 1000 IOPS increments by using the new Iops property in AWS::RDS::DBInstance . For more information about specifying IOPS for RDS DB instances, see Provisioned IOPS in the Amazon Relational Database Service User Guide.","November 15, 2012"
